2.635166667,0.864395833
3.613041667,0.684
4.4105625,0.616291667
5.026854167,0.673125
5.699979167,0.616833333
6.422520833,0.466229167
6.88875,0.531895833
7.420645833,0.4925
7.913145833,0.470395833
8.383541667,0.4323125
8.921104167,0.298666667
9.334770833,0.256
9.590770833,0.355895833
9.946666667,0.249041667
10.31397917,0.273208333
10.5871875,0.289333333
10.87652083,0.273479167
11.15,0.222333333
11.37233333,0.27225
11.64458333,0.227791667
11.872375,0.215333333
12.08770833,0.204770833
12.29247917,0.194770833
12.48725,0.182458333
12.66970833,0.1730625
12.84277083,0.159458333
13.00222917,0.1545
13.15672917,0.1425625
13.29929167,0.13225
13.43154167,0.12475
13.55629167,0.1175625
